Date,Open,High,Low,Close,Adj Close,Volume
2014-09-01,66.000000,66.849998,65.800003,66.300003,55.751987,2416414
2014-09-02,66.000000,66.300003,65.800003,66.250000,56.167412,1348648
2014-09-03,66.349998,67.349998,65.900002,67.199997,56.972832,3594815
2014-09-04,67.000000,67.000000,66.199997,66.800003,56.633709,2012205
2014-09-05,66.800003,66.800003,66.199997,66.400002,56.294582,1600249
2014-09-08,66.699997,66.750000,65.849998,65.900002,55.870670,1669172
2014-09-10,65.849998,66.150002,65.300003,65.400002,55.446770,2346811
2014-09-11,65.800003,65.849998,64.900002,65.000000,55.107647,1976420
2014-09-12,65.250000,65.250000,64.699997,64.949997,55.065258,1411424
2014-09-15,64.949997,65.199997,64.400002,64.449997,54.641350,1515794
2014-09-16,64.500000,64.750000,64.199997,64.550003,54.726128,1229432
2014-09-17,64.949997,65.250000,64.699997,64.750000,54.895695,2873272
2014-09-18,65.000000,65.150002,64.349998,64.500000,54.683743,2018711
2014-09-19,64.750000,64.849998,63.849998,63.900002,54.175056,3269030
2014-09-22,63.599998,63.849998,63.400002,63.599998,53.920708,2573888
2014-09-23,64.050003,64.099998,63.599998,63.799999,54.090271,1557917
2014-09-24,63.599998,64.000000,63.500000,63.650002,53.963108,1746050
2014-09-25,63.599998,63.950001,63.099998,63.150002,53.539200,2151446
2014-09-26,63.150002,64.099998,63.099998,63.849998,54.132664,1682464
2014-09-29,63.500000,63.599998,62.700001,62.750000,53.200073,3429942
2014-09-30,62.750000,62.950001,62.049999,62.349998,52.860947,4036051
2014-10-03,61.900002,63.250000,61.799999,62.599998,53.072899,5583540
2014-10-06,62.349998,63.250000,62.000000,62.700001,53.157692,3656705
2014-10-07,63.200001,64.099998,63.000000,64.050003,54.302227,4058822
2014-10-08,64.099998,64.099998,63.599998,63.900002,54.175056,2692932
2014-10-09,64.150002,64.599998,63.849998,64.500000,54.683743,2269110
2014-10-10,64.050003,64.300003,63.549999,63.700001,54.005497,1722013
2014-10-13,63.450001,64.900002,63.450001,64.849998,54.980469,2803169
2014-10-14,64.400002,64.949997,64.250000,64.699997,54.853302,2555996
2014-10-15,64.949997,65.300003,64.500000,65.199997,55.277206,2543808
2014-10-16,64.800003,65.449997,64.650002,65.250000,55.319603,2971035
2014-10-17,64.949997,65.250000,64.599998,64.949997,55.065258,2180108
2014-10-20,65.199997,65.500000,65.050003,65.199997,55.277206,2136539
2014-10-21,65.199997,65.599998,64.699997,65.550003,55.573940,1854689
2014-10-22,65.699997,66.000000,65.349998,65.949997,55.913059,2650923
2014-10-23,65.650002,65.900002,65.250000,65.449997,55.489151,1501000
2014-10-24,65.250000,65.400002,64.500000,65.349998,55.404385,1740468
2014-10-27,65.500000,65.500000,64.849998,65.050003,55.150043,1212332
2014-10-28,64.849998,66.250000,64.849998,66.150002,56.082630,2959311
2014-10-29,66.250000,66.500000,65.849998,66.400002,56.294582,3628163
2014-10-30,66.599998,66.599998,66.150002,66.449997,56.336960,2030653
2014-10-31,66.599998,66.800003,66.199997,66.750000,56.591320,3731300
2014-11-03,66.949997,66.949997,66.400002,66.500000,56.379368,1214472
2014-11-04,66.599998,66.949997,66.199997,66.599998,56.464149,2207491
2014-11-05,66.550003,67.000000,66.550003,67.000000,56.803261,3668190
2014-11-06,67.050003,67.199997,66.500000,67.099998,56.888050,1602064
2014-11-07,67.250000,67.250000,66.550003,67.150002,56.930439,2620952
2014-11-10,67.900002,68.000000,67.000000,67.349998,57.100002,2724049
2014-11-11,67.849998,67.849998,67.199997,67.599998,57.311951,2550293
2014-11-12,67.699997,67.750000,67.050003,67.349998,57.100002,2233532
2014-11-13,67.699997,68.000000,67.250000,68.000000,57.651073,2024517
2014-11-14,67.199997,68.000000,67.050003,67.949997,57.608688,2117635
2014-11-17,68.349998,68.349998,67.349998,67.550003,57.269558,1870372
2014-11-18,67.349998,67.900002,66.449997,66.500000,56.379368,2029872
2014-11-19,67.000000,67.000000,66.349998,66.599998,56.464149,1686196
2014-11-20,67.199997,67.199997,66.000000,66.150002,56.082630,2011487
2014-11-21,66.150002,66.449997,65.800003,66.349998,56.252193,1626151
2014-11-24,66.099998,66.949997,66.099998,66.550003,56.421753,2208707
2014-11-25,66.400002,66.849998,66.349998,66.650002,56.506538,2714454
2014-11-26,67.000000,67.500000,66.599998,67.449997,57.184776,2818714
2014-11-27,67.349998,67.449997,66.650002,66.849998,56.676083,1941319
2014-11-28,67.349998,67.650002,67.000000,67.449997,57.184776,1698137
2014-12-01,67.000000,67.300003,66.099998,66.199997,56.125019,4657318
2014-12-02,66.099998,66.599998,65.900002,66.550003,56.885765,2252417
2014-12-03,66.250000,66.599998,65.650002,65.750000,56.201942,1607031
2014-12-04,66.349998,66.349998,65.400002,65.949997,56.372890,2174250
2014-12-05,65.800003,66.900002,65.800003,66.800003,57.099476,3282146
2014-12-08,66.949997,66.949997,66.150002,66.199997,56.586594,1325736
2014-12-09,66.050003,66.550003,65.800003,66.000000,56.415638,1933364
2014-12-10,65.650002,66.150002,65.400002,65.449997,55.945515,2391614
2014-12-11,65.900002,65.900002,65.000000,65.400002,55.902775,2340344
2014-12-12,65.199997,65.849998,65.199997,65.550003,56.030994,1875214
2014-12-15,65.349998,65.400002,64.849998,64.900002,55.475384,1992579
2014-12-16,66.099998,66.099998,64.650002,64.800003,55.389908,3292753
2014-12-17,65.300003,65.300003,64.599998,64.750000,55.347168,2561245
2014-12-18,64.599998,65.099998,64.099998,64.849998,55.432640,3533036
2014-12-19,65.599998,65.650002,65.050003,65.500000,55.988243,2785523
2014-12-22,65.900002,66.500000,65.500000,66.500000,56.843029,2164484
2014-12-23,66.800003,66.800003,66.250000,66.400002,56.757553,1709163
2014-12-24,66.699997,67.500000,66.550003,67.449997,57.655079,2773348
2014-12-29,67.300003,67.900002,67.050003,67.750000,57.911514,3294535
2014-12-30,67.900002,67.900002,66.750000,67.099998,57.355907,1785187
2014-12-31,67.199997,67.400002,66.849998,67.250000,57.484131,649538
2015-01-02,67.000000,67.449997,66.400002,67.250000,57.484131,1649366
2015-01-05,66.500000,66.900002,66.000000,66.099998,56.501122,2155962
2015-01-06,65.750000,66.199997,65.400002,65.500000,55.988243,3623139
2015-01-07,66.000000,66.050003,65.349998,65.849998,56.287422,2347243
2015-01-08,65.750000,66.849998,65.650002,66.099998,56.501122,2053375
2015-01-09,67.000000,67.150002,66.599998,66.800003,57.099476,2613399
2015-01-12,67.099998,67.199997,66.550003,67.150002,57.398643,1566498
2015-01-13,66.949997,67.550003,66.949997,67.449997,57.655079,2397388
2015-01-14,67.750000,67.800003,67.349998,67.750000,57.911514,2890659
2015-01-15,67.250000,68.300003,67.250000,67.949997,58.082462,4173616
2015-01-16,68.150002,68.250000,67.699997,68.150002,58.253433,3232723
2015-01-19,68.000000,68.500000,67.500000,68.500000,58.552601,3832485
2015-01-20,68.800003,68.800003,67.650002,68.650002,58.680813,2804252
2015-01-21,68.599998,68.750000,67.949997,68.650002,58.680813,2345326
2015-01-22,69.000000,69.000000,67.750000,68.349998,58.424374,2461992
2015-01-23,68.199997,68.800003,68.099998,68.750000,58.766296,2143312
2015-01-26,69.000000,69.000000,68.250000,69.000000,58.979984,1832658
2015-01-27,68.400002,69.000000,68.400002,69.000000,58.979984,2119686
2015-01-28,69.099998,69.199997,68.699997,69.150002,59.108223,2117715
2015-01-29,69.449997,69.500000,69.050003,69.500000,59.407383,2913553
2015-01-30,69.500000,69.599998,68.849998,69.199997,59.150948,2270844
2015-02-02,69.500000,69.500000,68.550003,69.000000,58.979984,3203078
2015-02-03,68.550003,69.500000,68.199997,68.250000,58.338909,1751307
2015-02-04,67.500000,69.199997,67.500000,68.250000,58.338909,3735861
2015-02-05,68.500000,69.000000,67.400002,67.500000,57.697811,4607769
2015-02-06,68.599998,68.599998,67.599998,67.699997,57.868767,1555747
2015-02-09,67.250000,67.849998,67.099998,67.199997,57.441383,1365516
2015-02-10,68.000000,68.000000,67.199997,67.400002,57.612347,1633319
2015-02-11,67.400002,67.800003,67.099998,67.650002,57.826038,2513667
2015-02-12,67.750000,67.750000,67.000000,67.300003,57.526863,2039855
2015-02-13,67.699997,67.849998,67.300003,67.500000,57.697811,2081750
2015-02-16,67.250000,67.699997,67.000000,67.199997,57.441383,2352074
2015-02-17,67.000000,67.800003,67.000000,67.750000,57.911514,1954453
2015-02-18,67.800003,68.199997,67.449997,68.150002,58.253433,1239770
2015-02-23,69.650002,69.650002,67.949997,68.050003,58.167950,2447248
2015-02-24,69.000000,69.000000,67.699997,68.400002,58.467125,2355239
2015-02-25,68.550003,69.250000,68.000000,69.150002,59.108223,2531366
2015-02-26,69.300003,69.500000,68.599998,69.300003,59.236427,2531181
2015-02-27,69.099998,69.849998,69.099998,69.750000,59.621075,3260513
2015-03-02,69.500000,69.500000,68.300003,68.500000,58.552601,4743816
2015-03-03,68.250000,68.650002,68.000000,68.050003,58.167950,3266241
2015-03-04,68.050003,68.449997,67.500000,67.650002,57.826038,2898092
2015-03-05,67.400002,68.099998,67.400002,67.699997,57.868767,2438710
2015-03-06,67.300003,67.500000,67.099998,67.199997,57.441383,4076165
2015-03-09,66.949997,67.099998,66.599998,66.750000,57.056728,3759771
2015-03-10,66.750000,67.199997,66.750000,67.000000,57.270412,3750171
2015-03-11,66.000000,66.300003,65.400002,65.550003,56.879951,3036847
2015-03-12,66.199997,66.199997,64.250000,64.550003,56.012207,3979583
2015-03-13,64.750000,65.349998,64.449997,65.099998,56.489468,2865031
2015-03-16,64.900002,65.750000,64.750000,65.550003,56.879951,2620339
2015-03-17,66.000000,66.000000,65.150002,65.550003,56.879951,2108763
2015-03-18,65.599998,65.900002,65.150002,65.699997,57.010094,2370226
2015-03-19,66.000000,66.250000,65.500000,66.150002,57.400585,2140927
2015-03-20,66.000000,66.400002,65.250000,65.500000,56.836552,3095803
2015-03-23,65.900002,66.150002,65.699997,66.000000,57.270420,1866436
